date,close,close_detrended
28/04/14,13.23,-0.5279999999999987
29/04/14,13.79,-0.08166666666666877
30/04/14,13.86,-0.004285714285714448
01/05/14,13.85,0.04124999999999979
02/05/14,14.06,0.4622222222222234
05/05/14,14.44,0.9870000000000001
06/05/14,13.82,0.4590000000000014
07/05/14,13.42,0.16999999999999993
08/05/14,11.91,-1.2249999999999996
09/05/14,12.15,-0.8569999999999993
12/05/14,12.31,-0.5679999999999996
13/05/14,12.68,-0.06099999999999994
14/05/14,12.71,0.049000000000001265
15/05/14,12.57,-0.07900000000000063
16/05/14,12.77,-0.054000000000002046
19/05/14,13.07,0.07900000000000063
20/05/14,13.02,-0.14999999999999858
21/05/14,13.3,-0.003999999999997783
22/05/14,13.66,0.22500000000000142
23/05/14,13.82,0.25700000000000145
27/05/14,14.1,0.44899999999999984
28/05/14,14.02,0.3100000000000005
29/05/14,14.02,0.2519999999999989
30/05/14,13.85,0.03300000000000125
02/06/14,13.65,-0.18899999999999828
03/06/14,13.66,-0.1659999999999986
04/06/14,13.6,-0.16500000000000092
05/06/14,13.79,0.06400000000000006
06/06/14,13.88,0.19899999999999984
09/06/14,13.69,0.017999999999998906
10/06/14,13.49,-0.3139999999999983
11/06/14,13.63,-0.35199999999999854
12/06/14,13.57,-0.565999999999999
13/06/14,13.76,-0.516
16/06/14,14.97,0.5510000000000002
17/06/14,15.44,0.8089999999999993
18/06/14,15.14,0.3080000000000016
19/06/14,15.19,0.14199999999999768
20/06/14,15.31,0.04800000000000004
23/06/14,15.81,0.33000000000000185
24/06/14,15.5,-0.08299999999999841
25/06/14,15.79,0.1529999999999987
26/06/14,15.71,0.05699999999999861
27/06/14,15.94,0.2779999999999987
30/06/14,16.0,0.3849999999999998
01/07/14,15.98,0.48600000000000065
02/07/14,15.3,-0.13100000000000023
03/07/14,15.28,-0.034999999999998366
07/07/14,14.84,-0.3580000000000023
08/07/14,14.6,-0.5150000000000006
09/07/14,14.87,-0.10899999999999999
10/07/14,14.63,-0.19899999999999807
11/07/14,14.54,-0.19500000000000384
14/07/14,15.11,0.43599999999999817
15/07/14,14.64,-0.019999999999999574
16/07/14,14.48,-0.18400000000000105
17/07/14,14.36,-0.3000000000000025
18/07/14,14.67,-0.017000000000001236
21/07/14,14.7,-0.022999999999999687
22/07/14,14.64,-0.0710000000000015
23/07/14,14.83,0.08300000000000018
24/07/14,14.9,0.07500000000000107
25/07/14,14.9,0.02200000000000024
28/07/14,14.99,0.02400000000000091
29/07/14,15.0,-0.08600000000000207
30/07/14,15.26,0.04800000000000004
31/07/14,14.89,-0.49900000000000055
01/08/14,15.55,-0.032000000000001805
04/08/14,15.9,0.15399999999999991
05/08/14,15.9,-0.07599999999999874
06/08/14,16.6,0.3910000000000018
07/08/14,16.83,0.41199999999999903
08/08/14,16.54,-0.13200000000000145
11/08/14,17.29,0.4259999999999984
12/08/14,17.33,0.3230000000000004
13/08/14,17.35,0.22100000000000364
14/08/14,17.43,0.2560000000000002
15/08/14,17.47,0.28300000000000125
18/08/14,17.33,0.08500000000000085
19/08/14,17.12,-0.14599999999999724
20/08/14,17.05,-0.22799999999999798
21/08/14,16.96,-0.3379999999999974
22/08/14,17.12,-0.19399999999999906
25/08/14,17.5,0.13500000000000156
26/08/14,17.45,-0.07600000000000406
27/08/14,17.55,-0.13899999999999935
28/08/14,17.59,-0.3009999999999984
29/08/14,17.98,-0.06400000000000006
02/09/14,18.94,0.7270000000000003
03/09/14,18.75,0.4299999999999997
04/09/14,19.07,0.6210000000000022
05/09/14,18.49,-0.0730000000000004
08/09/14,18.81,0.14499999999999957
09/09/14,18.57,0.010999999999999233
10/09/14,18.74,0.33699999999999974
11/09/14,18.69,0.41900000000000404
12/09/14,18.61,0.4870000000000019
15/09/14,16.92,-1.0829999999999984
16/09/14,17.38,-0.4090000000000025
17/09/14,17.43,-0.17099999999999937
18/09/14,17.59,0.1819999999999986
19/09/14,17.29,0.10499999999999687
22/09/14,16.67,-0.29799999999999827
23/09/14,16.69,-0.22100000000000009
24/09/14,16.81,0.0189999999999948
25/09/14,16.46,-0.18999999999999773
26/09/14,16.44,-0.1269999999999989
29/09/14,16.35,-0.18900000000000006
30/09/14,16.18,-0.42900000000000205
01/10/14,16.02,-0.6500000000000021
02/10/14,16.76,0.04200000000000159
03/10/14,17.01,0.22500000000000142
06/10/14,17.37,0.6500000000000021
07/10/14,17.3,0.718
08/10/14,17.29,0.8119999999999976
09/10/14,17.13,0.7229999999999954
10/10/14,15.79,-0.45000000000000284
13/10/14,14.97,-1.0860000000000003
14/10/14,15.14,-0.7149999999999999
15/10/14,15.31,-0.38399999999999856
16/10/14,15.09,-0.41600000000000037
17/10/14,15.17,-0.19200000000000017
20/10/14,15.36,0.008999999999996788
21/10/14,15.69,0.35800000000000054
22/10/14,15.41,-0.025999999999998025
23/10/14,15.69,0.1980000000000004
24/10/14,15.68,0.10600000000000165
27/10/14,14.78,-0.8880000000000017
28/10/14,16.18,0.43100000000000094
29/10/14,15.87,0.09699999999999953
30/10/14,15.91,0.1379999999999999
31/10/14,16.11,0.29900000000000126
03/11/14,16.17,0.3260000000000023
04/11/14,15.93,-0.04900000000000304
05/11/14,15.4,-0.6349999999999998
06/11/14,16.08,-0.029000000000003467
07/11/14,16.01,-0.18599999999999994
10/11/14,16.13,-0.17999999999999972
11/11/14,16.74,0.35399999999999565
12/11/14,16.61,0.0990000000000002
13/11/14,16.78,0.15700000000000358
14/11/14,17.25,0.5769999999999982
17/11/14,16.93,0.23900000000000077
18/11/14,17.18,0.45700000000000074
19/11/14,16.52,-0.18299999999999983
20/11/14,16.58,-0.1180000000000021
21/11/14,16.19,-0.4599999999999973
24/11/14,16.45,-0.019000000000001904
25/11/14,16.54,0.22100000000000009
26/11/14,16.56,0.42999999999999616
28/11/14,16.3,0.3000000000000007
01/12/14,15.44,-0.39300000000000246
02/12/14,15.43,-0.2129999999999974
03/12/14,15.29,-0.15399999999999991
04/12/14,15.22,0.030999999999998806
05/12/14,14.91,-0.015999999999998238
08/12/14,14.29,-0.38599999999999923
09/12/14,14.46,-0.03199999999999825
10/12/14,13.99,-0.2779999999999969
11/12/14,13.93,-0.18099999999999916
12/12/14,13.8,-0.24399999999999977
15/12/14,13.6,-0.4150000000000009
16/12/14,13.19,-0.8800000000000026
17/12/14,13.72,-0.3769999999999989
18/12/14,14.55,0.3699999999999992
19/12/14,14.62,0.3139999999999983
22/12/14,14.84,0.4089999999999989
23/12/14,14.73,0.1769999999999996
24/12/14,14.82,0.10300000000000153
26/12/14,15.19,0.3830000000000009
29/12/14,15.05,0.29700000000000415
30/12/14,14.82,0.120000000000001
31/12/14,14.83,0.20800000000000018
02/01/15,14.62,0.06700000000000195
05/01/15,14.01,-0.4389999999999983
06/01/15,14.09,-0.1880000000000006
07/01/15,14.06,-0.07499999999999929
08/01/15,14.04,0.10200000000000031
09/01/15,13.78,0.045999999999999375
12/01/15,13.48,-0.07900000000000063
13/01/15,13.62,0.18200000000000038
14/01/15,12.85,-0.488999999999999
15/01/15,12.79,-0.4869999999999983
16/01/15,12.87,-0.34500000000000064
20/01/15,12.8,-0.4139999999999979
21/01/15,13.1,-0.13899999999999935
22/01/15,13.44,0.23399999999999999
23/01/15,13.42,0.131000000000002
26/01/15,13.77,0.40300000000000047
27/01/15,13.73,0.24400000000000155
28/01/15,13.29,-0.37200000000000166
29/01/15,13.68,-0.12900000000000134
30/01/15,13.57,-0.36799999999999855
02/02/15,14.06,0.014999999999998792
03/02/15,14.56,0.44200000000000017
04/02/15,14.57,0.3829999999999991
05/02/15,14.73,0.4529999999999994
06/02/15,14.49,0.22799999999999976
09/02/15,14.5,0.23699999999999832
10/02/15,14.42,0.2010000000000005
11/02/15,14.19,0.06400000000000006
12/02/15,13.53,-0.5500000000000025
13/02/15,13.58,-0.4739999999999984
17/02/15,13.62,-0.3670000000000009
18/02/15,13.63,-0.2679999999999989
19/02/15,14.11,0.29600000000000115
20/02/15,14.47,0.6940000000000008
23/02/15,13.82,0.04100000000000037
24/02/15,13.61,-0.12700000000000067
25/02/15,13.58,-0.12500000000000178
26/02/15,13.81,0.11799999999999855
27/02/15,13.56,-0.058999999999999275
02/03/15,13.16,-0.3049999999999997
03/03/15,13.3,-0.05599999999999916
04/03/15,13.5,0.23600000000000065
05/03/15,13.38,0.18200000000000216
06/03/15,12.93,-0.1609999999999996
09/03/15,12.73,-0.2629999999999999
10/03/15,12.69,-0.2919999999999998
11/03/15,12.92,-0.02999999999999936
12/03/15,12.74,-0.19799999999999862
13/03/15,12.58,-0.32399999999999984
16/03/15,13.05,0.1180000000000021
17/03/15,12.98,-0.009999999999999787
18/03/15,13.38,0.31400000000000183
19/03/15,13.04,-0.028999999999999915
20/03/15,13.21,0.14599999999999902
23/03/15,13.31,0.270999999999999
24/03/15,13.45,0.44599999999999973
25/03/15,12.95,-0.014000000000002899
26/03/15,12.69,-0.1869999999999994
27/03/15,12.33,-0.516
30/03/15,12.7,-0.17900000000000027
31/03/15,12.58,-0.3230000000000004
01/04/15,12.51,-0.43200000000000216
02/04/15,12.73,-0.31799999999999784
06/04/15,13.54,0.3550000000000004
07/04/15,13.55,0.19900000000000162
08/04/15,13.84,0.37599999999999767
09/04/15,14.01,0.4179999999999975
10/04/15,14.06,0.3410000000000011
13/04/15,13.99,0.16500000000000092
14/04/15,13.83,-0.008999999999998565
15/04/15,13.86,-0.02000000000000135
16/04/15,13.78,-0.17900000000000027
17/04/15,13.79,-0.22500000000000142
20/04/15,13.68,-0.38500000000000156
21/04/15,13.96,-0.24999999999999822
22/04/15,14.63,0.2660000000000018
23/04/15,14.57,0.041999999999999815
24/04/15,14.56,-0.09699999999999953
27/04/15,15.44,0.6549999999999976
28/04/15,15.37,0.41600000000000037
29/04/15,15.5,0.3890000000000011
30/04/15,15.07,-0.11400000000000077
01/05/15,15.07,-0.23600000000000065
04/05/15,15.37,-0.05700000000000216
05/05/15,15.53,0.049999999999998934
06/05/15,15.36,-0.21499999999999986
07/05/15,15.79,0.14399999999999835
08/05/15,15.77,0.0039999999999995595
11/05/15,15.97,0.052000000000003155
12/05/15,16.32,0.2809999999999988
13/05/15,16.21,0.07600000000000051
14/05/15,16.27,0.043000000000002814
15/05/15,16.59,0.3049999999999997
18/05/15,16.58,0.21999999999999886
19/05/15,16.48,0.06700000000000017
20/05/15,16.29,-0.1410000000000018
21/05/15,16.37,-0.1159999999999961
22/05/15,16.52,-0.010999999999999233
26/05/15,16.5,-0.03500000000000014
27/05/15,16.5,-0.0329999999999977
28/05/15,16.76,0.2150000000000034
29/05/15,16.72,0.16499999999999915
01/06/15,16.63,0.05099999999999838
02/06/15,16.56,-0.07600000000000051
03/06/15,16.6,-0.09299999999999997
04/06/15,16.39,-0.32399999999999807
05/06/15,16.61,-0.10400000000000276
08/06/15,17.09,0.3769999999999989
