fecha,precio
06-1993,16.44301
06-1994,24.047886363636362
06-1995,22.891891666666666
06-1996,28.822965
06-1997,34.650135
06-1998,30.290252380952378
06-1999,37.78949
06-2000,53.601400000000005
06-2001,41.21691818181818
06-2002,31.903815
06-2003,33.288705
06-2004,49.430923809523804
06-2005,48.55438181818182
06-2006,68.59325833333334
06-2007,82.51314761904761
06-2008,65.99012105263158
06-2009,52.80047142857143
06-2010,52.275975
06-2011,57.38039090909091
06-2012,57.56732727272727
06-2013,89.78812
06-2014,90.19142000000001
06-2015,103.18163333333334
06-2016,84.77530909090909
06-2017,90.52279166666666
06-2018,111.43916818181819
06-2019,110.98992000000001
06-2020,117.2859380952381
06-2021,163.89736
06-2022,151.84273809523808
06-2023,158.02914347826086
06-2024,235.63
07-1976,13.122533333333331
07-1977,17.027677272727274
07-1978,21.963350000000002
07-1979,20.00595714285714
07-1980,17.1208
07-1981,29.92283181818182
07-1982,4.670568181818182
07-1983,5.5124130434782606
07-1984,5.681580952380952
07-1985,5.384752380952381
07-1986,9.157069565217391
07-1987,13.403863636363637
07-1988,21.845613636363638
07-1989,20.00466818181818
07-1990,16.506233333333334
07-1991,13.611095238095237
07-1992,12.776382608695654
07-1993,17.064454545454545
07-1994,24.259108695652177
07-1995,23.892631818181815
07-1996,27.61696
07-1997,34.75385652173913
07-1998,30.36487727272727
07-1999,39.683290909090914
07-2000,52.74368260869566
07-2001,40.50641904761905
07-2002,31.572409523809522
07-2003,33.40436086956522
07-2004,49.45435454545454
07-2005,50.48083478260869
07-2006,68.4925409090909
07-2007,81.66389047619047
07-2008,62.319243478260866
07-2009,54.81473181818182
07-2010,51.91849545454545
07-2011,58.914191304347824
07-2012,57.24364761904762
07-2013,92.3836761904762
07-2014,91.35563043478261
07-2015,102.99520454545454
07-2016,88.23307727272727
07-2017,92.70664545454545
07-2018,111.44126666666666
07-2019,113.24689523809523
07-2020,115.9104
07-2021,164.6065590909091
07-2022,153.1386043478261
07-2023,162.5426380952381
07-2024,235.495
08-1976,13.093871428571429
08-1977,17.328419047619047
08-1978,22.021295454545456
08-1979,20.25971739130435
08-1980,17.6344
08-1981,29.51822857142857
08-1982,6.074113043478261
08-1983,5.358068181818182
08-1984,6.306390909090909
08-1985,5.290960869565217
08-1986,10.496471428571429
08-1987,14.747590476190478
08-1988,21.088182608695654
08-1989,20.400363636363636
08-1990,15.545604347826087
08-1991,13.161708695652173
08-1992,12.677266666666666
08-1993,17.23613043478261
08-1994,24.348809090909093
08-1995,23.078213636363635
08-1996,28.333886956521738
08-1997,33.106680952380955
08-1998,28.275019047619047
08-1999,38.79882173913043
08-2000,52.726350000000004
08-2001,39.30918260869566
08-2002,31.88913913043478
08-2003,34.91501904761905
08-2004,48.679545454545455
08-2005,52.102827272727275
08-2006,72.35888181818181
08-2007,79.06749565217392
08-2008,61.238786363636365
08-2009,58.220309523809526
08-2010,51.68855652173913
08-2011,54.31564090909091
08-2012,59.72823181818182
08-2013,91.85954347826086
08-2014,90.13652380952381
08-2015,96.96480476190476
08-2016,92.83548695652173
08-2017,94.00652272727274
08-2018,107.31137391304347
08-2019,112.68940869565218
08-2020,121.10068095238096
08-2021,160.11001304347826
08-2022,150.2645409090909
08-2023,161.84377272727272
08-2024,225.3075
09-1976,12.22935294117647
09-1977,17.435240909090908
09-1978,22.03034285714286
09-1979,20.467361904761905
09-1980,18.166185000000002
09-1981,25.704856521739128
09-1982,5.218118181818181
09-1983,5.5798772727272725
09-1984,6.093785714285714
09-1985,5.251126315789474
09-1986,12.223189999999999
09-1987,14.697573913043477
09-1988,20.895654545454548
09-1989,19.964457142857142
09-1990,15.595638095238096
09-1991,13.193209999999999
09-1992,12.873450000000002
09-1993,17.478931818181817
09-1994,23.471286363636363
09-1995,21.93447619047619
09-1996,29.165957142857142
09-1997,34.956815
09-1998,28.017126086956523
09-1999,38.998526086956524
09-2000,50.31342
09-2001,35.4578
09-2002,32.092265
09-2003,37.826065
09-2004,48.06122173913044
09-2005,55.41301363636364
09-2006,71.46191428571429
09-2007,79.24538571428572
09-2008,60.43145
09-2009,55.50896956521739
09-2010,52.18865217391304
09-2011,52.67675454545454
09-2012,59.43054285714286
09-2013,94.845165
09-2014,91.00636
09-2015,95.36926086956521
09-2016,92.5215909090909
09-2017,97.4856761904762
09-2018,107.6854857142857
09-2019,117.75527500000001
09-2020,120.84380454545455
09-2021,166.28608260869566
09-2022,139.89488636363637
09-2023,172.20650952380953
09-2024,219.12666666666667
10-1976,12.57388125
10-1977,17.48807619047619
10-1978,22.258672727272728
10-1979,19.377509523809525
10-1980,19.6994625
10-1981,24.94822173913043
10-1982,5.585190476190476
10-1983,5.718585714285714
10-1984,5.926113636363637
10-1985,5.476672727272727
10-1986,11.870876
10-1987,14.361582608695652
10-1988,20.806445
10-1989,20.74916818181818
10-1990,16.26169523809524
10-1991,13.443554545454544
10-1992,12.7655125
10-1993,18.249433333333332
10-1994,23.780214285714287
10-1995,22.45324090909091
10-1996,28.605154545454546
10-1997,35.019315999999996
10-1998,30.139618181818182
10-1999,39.44663333333334
10-2000,51.63552272727273
10-2001,34.030057142857146
10-2002,31.58579545454546
10-2003,37.28
10-2004,47.90561904761905
10-2005,56.17308095238096
10-2006,75.75095454545455
10-2007,75.99751428571429
10-2008,52.35155833333334
10-2009,55.23359090909091
10-2010,52.2763380952381
10-2011,52.45813333333333
10-2012,58.161210000000004
10-2013,95.73325909090909
10-2014,88.699516
10-2015,98.69990869565218
10-2016,91.621875
10-2017,99.92586363636364
10-2018,103.93501904761905
10-2019,119.05677272727272
10-2020,121.62610434782609
10-2021,163.8409619047619
10-2022,141.85041904761906
10-2023,165.8618227272727
10-2024,218.755
11-1976,12.508653846153846
11-1977,17.050147619047618
11-1978,22.01732380952381
11-1979,18.21142857142857
11-1980,17.750542857142857
11-1981,25.758263157894735
11-1982,6.909705263157895
11-1983,5.823671428571428
11-1984,5.665514285714285
11-1985,5.721081818181818
11-1986,11.37228
11-1987,14.39628947368421
11-1988,20.930585714285716
11-1989,20.02460476190476
11-1990,15.692947619047619
11-1991,13.235513636363637
11-1992,12.536631578947368
11-1993,17.40105789473684
11-1994,23.706457142857143
11-1995,23.00569523809524
11-1996,30.00200476190476
11-1997,32.784495
11-1998,30.909984210526318
11-1999,39.79245789473684
11-2000,48.98207272727273
11-2001,34.372415000000004
11-2002,32.69049545454545
11-2003,36.33328
11-2004,48.39588235294118
11-2005,58.32555714285714
11-2006,77.38044285714285
11-2007,76.79115714285714
11-2008,53.137747619047616
11-2009,54.72904736842106
11-2010,55.13884210526315
11-2011,51.0822380952381
11-2012,60.6073619047619
11-2013,92.87212272727272
11-2014,91.94275
11-2015,98.50156315789474
11-2016,90.6116619047619
11-2017,101.46784285714287
11-2018,105.59896666666667
11-2019,121.18144090909091
11-2020,126.78386315789473
11-2021,166.20541578947368
11-2022,147.4202238095238
11-2023,177.39620952380952
11-2024,225.79999999999998
12-1976,16.27835
12-1977,15.55245238095238
12-1978,22.163725
12-1979,18.76672272727273
12-1980,17.978460000000002
12-1981,24.65970476190476
12-1982,6.643947826086957
12-1983,6.400604761904762
12-1984,5.639980952380952
12-1985,6.027942857142857
12-1986,13.061055
12-1987,15.196880952380953
12-1988,21.486795454545454
12-1989,20.007820000000002
12-1990,15.441081818181818
12-1991,13.252023809523811
12-1992,13.038884999999999
12-1993,17.32664347826087
12-1994,23.624261904761905
12-1995,23.946305000000002
12-1996,30.77758181818182
12-1997,33.32903
12-1998,31.044442857142858
12-1999,47.2315
12-2000,46.341905
12-2001,33.392714285714284
12-2002,32.65291904761905
12-2003,39.740089999999995
12-2004,48.999943478260874
12-2005,60.976842857142856
12-2006,80.392835
12-2007,76.27685454545454
12-2008,51.73055000000001
12-2009,56.49502857142858
12-2010,55.790099999999995
12-2011,50.46172380952381
12-2012,63.40017142857143
12-2013,90.80781904761905
12-2014,94.33085
12-2015,99.2526761904762
12-2016,94.51097272727272
12-2017,101.88904
12-2018,104.76594545454546
12-2019,121.20077619047619
12-2020,133.060375
12-2021,166.4683956521739
12-2022,141.69220476190478
12-2023,172.368595
12-2024,219.83
