date,close,Volume,Open,High,Low
01/02/24,$181.37 ,243719,$182.15 ,$182.90 ,$181.16 
12/29/2023,$183.38 ,223223,$183.13 ,$183.88 ,$182.36 
12/28/2023,$181.11 ,243007,$181.02 ,$181.69 ,$180.95 
12/27/2023,$180.72 ,195476,$180.38 ,$181.11 ,$180.08 
12/26/2023,$179.85 ,198694,$178.53 ,$180.37 ,$178.53 
12/22/2023,$178.53 ,322893,$178.06 ,$179.24 ,$178.00 
12/21/2023,$180.86 ,347241,$178.78 ,$181.24 ,$178.58 
12/20/2023,$179.94 ,429368,$180.45 ,$182.54 ,$179.88 
12/19/2023,$183.95 ,200959,$184.80 ,$185.10 ,$183.90 
12/18/2023,$183.28 ,294933,$183.87 ,$184.19 ,$182.88 
12/15/2023,$180.62 ,375458,$182.81 ,$183.04 ,$180.59 
12/14/2023,$183.42 ,521533,$181.88 ,$184.77 ,$181.61 
12/13/2023,$185.48 ,349549,$184.01 ,$186.29 ,$183.03 
12/12/23,$184.80 ,274262,$184.76 ,$185.21 ,$184.05 
12/11/23,$187.08 ,284610,$186.81 ,$187.71 ,$186.28 
12/08/23,$187.28 ,471299,$186.18 ,$187.59 ,$185.60 
12/07/23,$190.24 ,281391,$190.43 ,$190.76 ,$187.91 
12/06/23,$189.89 ,326687,$191.59 ,$192.90 ,$189.81 
12/05/23,$187.99 ,199598,$187.70 ,$188.98 ,$187.50 
12/04/23,$187.37 ,331210,$188.34 ,$189.11 ,$187.05 
12/01/23,$192.74 ,237563,$190.77 ,$192.81 ,$190.37 
11/30/2023,$189.78 ,189607,$189.53 ,$190.00 ,$189.13 
11/29/2023,$189.51 ,318741,$190.61 ,$191.24 ,$189.38 
11/28/2023,$187.16 ,228422,$185.81 ,$187.32 ,$185.81 
11/27/2023,$186.61 ,245394,$186.10 ,$186.96 ,$186.10 
11/24/2023,$188.30 ,213978,$187.44 ,$188.50 ,$187.17 
11/22/2023,$184.23 ,184644,$184.18 ,$184.59 ,$183.40 
11/21/2023,$183.21 ,586591,$185.25 ,$185.39 ,$181.51 
11/20/2023,$187.68 ,514669,$186.77 ,$188.53 ,$185.82 
11/17/2023,$193.36 ,255574,$191.92 ,$193.43 ,$191.84 
11/16/2023,$190.40 ,171685,$190.26 ,$190.82 ,$189.53 
11/15/2023,$189.11 ,296628,$189.00 ,$190.46 ,$188.84 
11/14/2023,$192.08 ,453426,$190.39 ,$192.11 ,$189.58 
11/13/2023,$187.74 ,246510,$185.51 ,$188.00 ,$185.18 
11/10/23,$187.00 ,209108,$185.69 ,$187.10 ,$184.13 
11/09/23,$184.22 ,225155,$186.47 ,$186.94 ,$183.88 
11/08/23,$183.42 ,393868,$184.68 ,$184.82 ,$182.82 
11/07/23,$189.57 ,254149,$188.52 ,$189.62 ,$187.56 
11/06/23,$189.65 ,223565,$190.23 ,$190.56 ,$189.04 
11/03/23,$189.59 ,310701,$187.55 ,$189.87 ,$187.55 
11/02/23,$186.55 ,418876,$184.96 ,$186.72 ,$183.37 
11/01/23,$185.78 ,711051,$180.90 ,$186.35 ,$180.63 
10/31/2023,$175.18 ,334476,$174.04 ,$175.22 ,$173.60 
10/30/2023,$171.40 ,251991,$172.27 ,$172.93 ,$170.49 
10/27/2023,$172.81 ,283328,$175.35 ,$175.49 ,$172.27 
10/26/2023,$171.61 ,214943,$172.96 ,$173.56 ,$171.37 
10/25/2023,$175.18 ,237919,$176.24 ,$176.88 ,$175.04 
10/24/2023,$174.12 ,185279,$173.22 ,$174.50 ,$173.21 
10/23/2023,$173.81 ,182015,$173.05 ,$175.05 ,$172.48 
10/20/2023,$173.48 ,196784,$174.53 ,$174.80 ,$173.23 
10/19/2023,$174.70 ,313166,$176.62 ,$176.88 ,$174.44 
10/18/2023,$175.98 ,252231,$177.15 ,$177.75 ,$175.65 
10/17/2023,$178.22 ,561420,$177.81 ,$179.68 ,$177.63 
10/16/2023,$179.10 ,197738,$178.19 ,$179.62 ,$178.19 
10/13/2023,$177.68 ,273535,$179.13 ,$179.47 ,$177.07 
10/12/23,$181.60 ,344070,$182.58 ,$182.96 ,$180.48 
10/11/23,$178.03 ,146753,$178.38 ,$178.57 ,$177.00 
10/10/23,$177.15 ,240518,$176.50 ,$177.51 ,$176.00 
10/09/23,$174.12 ,138150,$172.50 ,$174.17 ,$171.97 
10/06/23,$173.18 ,366164,$172.65 ,$173.70 ,$169.91 
10/05/23,$173.04 ,485941,$173.82 ,$174.36 ,$172.16 
10/04/23,$169.45 ,861687,$167.17 ,$170.19 ,$166.92 
10/03/23,$173.65 ,447504,$173.32 ,$174.43 ,$172.82 
10/02/23,$178.46 ,236188,$179.30 ,$179.60 ,$177.59 
09/29/2023,$179.75 ,222248,$180.53 ,$181.15 ,$179.26 
09/28/2023,$182.42 ,278111,$180.53 ,$182.87 ,$179.83 
09/27/2023,$182.39 ,398664,$183.26 ,$184.42 ,$181.17 
09/26/2023,$180.50 ,452076,$181.21 ,$182.70 ,$180.11 
09/25/2023,$184.84 ,348607,$185.00 ,$185.27 ,$183.77 
09/22/2023,$187.10 ,396526,$188.44 ,$189.15 ,$186.95 
09/21/2023,$186.30 ,328309,$187.19 ,$187.32 ,$185.85 
09/20/2023,$188.75 ,477876,$190.15 ,$192.52 ,$188.51 
09/19/2023,$195.04 ,468898,$194.46 ,$195.65 ,$194.11 
09/18/2023,$188.96 ,211431,$188.66 ,$189.05 ,$187.75 
09/15/2023,$189.20 ,393678,$190.67 ,$190.86 ,$188.95 
09/14/2023,$187.98 ,360496,$186.50 ,$188.05 ,$186.25 
09/13/2023,$183.98 ,264428,$183.76 ,$184.35 ,$183.38 
09/12/23,$181.28 ,266943,$180.23 ,$181.86 ,$180.00 
09/11/23,$178.67 ,235857,$177.93 ,$179.12 ,$177.72 
09/08/23,$177.13 ,158884,$176.42 ,$177.53 ,$176.42 
09/07/23,$178.87 ,260724,$178.35 ,$179.19 ,$177.80 
09/06/23,$178.83 ,375763,$179.71 ,$179.88 ,$178.13 
09/05/23,$175.37 ,311675,$175.05 ,$175.84 ,$174.63 
09/01/23,$172.54 ,169860,$173.91 ,$173.91 ,$171.92 
08/31/2023,$172.13 ,558637,$171.95 ,$172.50 ,$171.63 
08/30/2023,$168.05 ,180175,$168.09 ,$168.78 ,$167.60 
08/29/2023,$167.39 ,165034,$165.56 ,$167.59 ,$165.45 
08/28/2023,$167.25 ,174849,$166.34 ,$167.36 ,$166.22 
08/25/2023,$164.46 ,112034,$164.27 ,$165.11 ,$163.44 
08/24/2023,$162.78 ,243443,$164.52 ,$165.03 ,$162.78 
08/23/2023,$165.91 ,189814,$165.43 ,$166.08 ,$165.11 
08/22/2023,$164.99 ,157698,$165.84 ,$166.44 ,$164.90 
08/21/2023,$162.79 ,197102,$162.16 ,$163.21 ,$162.00 
08/18/2023,$161.87 ,273958,$160.84 ,$162.20 ,$160.38 
08/17/2023,$162.28 ,240684,$163.56 ,$164.01 ,$162.17 
08/16/2023,$162.24 ,330797,$162.74 ,$163.92 ,$162.00 
08/15/2023,$165.39 ,197394,$165.93 ,$165.93 ,$164.88 
08/14/2023,$166.70 ,232488,$165.59 ,$167.10 ,$165.19 
08/11/23,$167.28 ,146780,$167.37 ,$167.64 ,$166.65 
08/10/23,$167.66 ,192556,$169.55 ,$169.72 ,$167.21 
08/09/23,$167.23 ,320124,$167.92 ,$168.36 ,$166.41 
08/08/23,$170.29 ,431692,$169.38 ,$170.35 ,$168.39 
08/07/23,$173.39 ,230641,$172.33 ,$173.39 ,$171.80 
08/04/23,$170.79 ,207252,$171.69 ,$172.41 ,$170.65 
08/03/23,$168.57 ,421951,$168.43 ,$168.70 ,$166.74 
08/02/23,$173.85 ,420678,$173.96 ,$175.37 ,$173.19 
08/01/23,$171.84 ,526501,$171.12 ,$172.36 ,$170.55 
07/31/2023,$168.24 ,202470,$168.00 ,$168.57 ,$167.81 
07/28/2023,$167.15 ,292281,$167.10 ,$167.80 ,$166.69 
07/27/2023,$165.43 ,182305,$165.87 ,$166.73 ,$165.38 
07/26/2023,$165.70 ,162291,$165.16 ,$166.02 ,$164.88 
07/25/2023,$165.56 ,233353,$165.00 ,$165.80 ,$164.74 
07/24/2023,$164.53 ,212105,$164.58 ,$164.92 ,$164.25 
07/21/2023,$162.81 ,214376,$163.58 ,$163.68 ,$162.60 
07/20/2023,$163.28 ,217934,$163.08 ,$163.64 ,$162.40 
07/19/2023,$163.97 ,216805,$164.95 ,$164.98 ,$163.68 
07/18/2023,$163.19 ,435614,$161.94 ,$163.53 ,$161.87 
07/17/2023,$159.45 ,241321,$159.40 ,$159.59 ,$158.17 
07/14/2023,$159.15 ,255270,$159.97 ,$160.00 ,$159.08 
07/13/2023,$160.35 ,286441,$160.69 ,$160.90 ,$160.15 
07/12/23,$159.27 ,248296,$159.47 ,$160.31 ,$159.12 
07/11/23,$158.42 ,364928,$158.04 ,$158.55 ,$157.50 
07/10/23,$160.24 ,266623,$160.00 ,$160.40 ,$159.53 
07/07/23,$161.77 ,290156,$161.04 ,$162.97 ,$161.04 
07/06/23,$160.83 ,268331,$161.12 ,$161.20 ,$159.85 
07/05/23,$161.90 ,357767,$162.31 ,$162.31 ,$161.35 
07/03/23,$160.47 ,110185,$160.88 ,$161.57 ,$160.42 
06/30/2023,$160.75 ,311456,$160.14 ,$161.21 ,$160.00 
06/29/2023,$160.40 ,347698,$160.07 ,$160.62 ,$159.31 
06/28/2023,$160.11 ,555211,$159.12 ,$160.61 ,$158.90 
06/27/2023,$157.18 ,283095,$155.34 ,$157.21 ,$155.21 
06/26/2023,$154.55 ,305381,$155.38 ,$155.62 ,$153.91 
06/23/2023,$153.38 ,338643,$154.00 ,$154.02 ,$152.78 
06/22/2023,$157.11 ,199543,$157.01 ,$157.79 ,$156.73 
06/21/2023,$156.50 ,238628,$157.00 ,$157.34 ,$156.15 
06/20/2023,$157.15 ,781256,$158.70 ,$159.00 ,$156.82 
06/16/2023,$164.35 ,420682,$166.01 ,$166.15 ,$164.23 
06/15/2023,$168.18 ,569443,$164.14 ,$169.07 ,$164.00 
06/14/2023,$165.57 ,952777,$165.89 ,$166.48 ,$164.15 
06/13/2023,$158.08 ,858242,$157.89 ,$159.10 ,$157.29 
06/12/23,$149.59 ,289818,$149.10 ,$149.88 ,$148.74 
06/09/23,$148.64 ,366654,$148.00 ,$149.14 ,$147.91 
06/08/23,$146.86 ,264153,$145.07 ,$147.00 ,$145.03 
06/07/23,$145.31 ,417932,$145.23 ,$146.03 ,$145.19 
06/06/23,$148.48 ,435150,$147.00 ,$148.79 ,$146.13 
06/05/23,$145.73 ,299172,$145.82 ,$146.45 ,$145.46 
06/02/23,$146.00 ,353614,$145.00 ,$146.39 ,$145.00 
06/01/23,$140.65 ,300123,$139.65 ,$140.86 ,$139.22 
05/31/2023,$136.13 ,256880,$136.46 ,$136.57 ,$135.15 
05/30/2023,$137.73 ,231758,$139.56 ,$139.56 ,$137.37 
05/26/2023,$140.08 ,171735,$139.16 ,$140.44 ,$139.08 
05/25/2023,$139.60 ,197471,$139.11 ,$139.98 ,$138.81 
05/24/2023,$139.33 ,223533,$140.38 ,$140.38 ,$139.14 
05/23/2023,$139.55 ,230016,$138.55 ,$140.33 ,$138.51 
05/22/2023,$141.19 ,194453,$141.66 ,$141.71 ,$140.83 
05/19/2023,$142.22 ,178410,$142.07 ,$142.44 ,$141.71 
05/18/2023,$142.51 ,188971,$142.76 ,$142.77 ,$141.64 
05/17/2023,$142.02 ,164690,$141.13 ,$142.18 ,$141.13 
05/16/2023,$141.13 ,165822,$141.59 ,$141.72 ,$141.00 
05/15/2023,$142.40 ,246196,$141.89 ,$142.41 ,$141.28 
05/12/23,$143.27 ,293093,$144.20 ,$144.85 ,$142.78 
05/11/23,$142.67 ,272488,$141.91 ,$142.68 ,$141.25 
05/10/23,$143.59 ,506704,$143.94 ,$144.23 ,$143.02 
05/09/23,$140.85 ,401254,$141.44 ,$141.76 ,$140.58 
05/08/23,$137.81 ,187648,$137.85 ,$138.20 ,$137.29 
05/05/23,$137.54 ,223904,$136.21 ,$137.93 ,$135.73 
05/04/23,$134.91 ,241877,$135.20 ,$135.77 ,$134.88 
05/03/23,$135.57 ,265960,$135.91 ,$136.43 ,$135.31 
05/02/23,$135.16 ,221727,$135.30 ,$135.42 ,$134.25 
05/01/23,$136.69 ,147358,$137.33 ,$137.59 ,$136.55 
04/28/2023,$137.33 ,296604,$136.62 ,$137.34 ,$136.29 
04/27/2023,$137.52 ,323572,$135.76 ,$137.84 ,$135.76 
04/26/2023,$134.02 ,324009,$134.49 ,$134.99 ,$133.88 
04/25/2023,$133.51 ,257244,$134.75 ,$134.94 ,$133.46 
04/24/2023,$134.84 ,222488,$134.05 ,$134.97 ,$133.89 
04/21/2023,$134.67 ,165873,$134.42 ,$134.79 ,$133.39 
04/20/2023,$133.80 ,513204,$134.00 ,$134.41 ,$133.02 
04/19/2023,$135.26 ,209675,$135.90 ,$135.90 ,$134.79 
04/18/2023,$137.04 ,199207,$137.09 ,$137.34 ,$136.56 
04/17/2023,$137.75 ,322204,$136.71 ,$137.79 ,$136.66 
04/14/2023,$135.96 ,279098,$136.48 ,$137.12 ,$135.62 
04/13/2023,$137.23 ,281747,$137.05 ,$137.49 ,$136.30 
04/12/23,$136.44 ,283257,$137.57 ,$137.80 ,$136.31 
04/11/23,$137.59 ,275989,$137.54 ,$138.04 ,$137.23 
04/10/23,$138.01 ,347672,$138.53 ,$138.65 ,$136.89 
04/06/23,$138.87 ,223991,$139.19 ,$139.37 ,$138.21 
04/05/23,$140.42 ,220561,$140.55 ,$141.19 ,$140.17 
04/04/23,$142.14 ,349165,$143.04 ,$143.05 ,$141.67 
04/03/23,$142.34 ,232881,$142.00 ,$142.63 ,$141.64 
03/31/2023,$141.69 ,234989,$140.99 ,$141.76 ,$140.90 
03/30/2023,$139.62 ,193492,$140.00 ,$140.36 ,$139.29 
03/29/2023,$139.67 ,214334,$139.60 ,$140.54 ,$139.31 
03/28/2023,$137.93 ,210743,$137.41 ,$138.50 ,$137.11 
03/27/2023,$136.96 ,137295,$136.69 ,$137.31 ,$136.43 
03/24/2023,$136.65 ,156200,$136.01 ,$136.66 ,$135.20 
03/23/2023,$135.87 ,129597,$136.62 ,$137.10 ,$135.18 
03/22/2023,$135.57 ,301666,$136.07 ,$137.77 ,$135.49 
03/21/2023,$135.78 ,224464,$135.20 ,$136.17 ,$135.00 
03/20/2023,$135.13 ,277076,$133.65 ,$135.81 ,$133.55 
03/17/2023,$133.48 ,192507,$135.56 ,$135.56 ,$133.27 
03/16/2023,$135.90 ,190288,$134.03 ,$136.03 ,$133.77 
03/15/2023,$133.58 ,287778,$135.00 ,$135.00 ,$132.35 
03/14/2023,$136.67 ,221764,$136.41 ,$136.76 ,$135.56 
03/13/2023,$137.12 ,247464,$136.41 ,$137.76 ,$136.33 
03/10/23,$137.97 ,343707,$139.20 ,$139.34 ,$137.45 
03/09/23,$138.52 ,166038,$140.18 ,$140.68 ,$138.26 
03/08/23,$139.71 ,138775,$139.49 ,$139.85 ,$138.98 
03/07/23,$139.08 ,152653,$141.28 ,$141.39 ,$138.75 
03/06/23,$140.13 ,175499,$140.11 ,$140.64 ,$139.96 
03/03/23,$139.83 ,244899,$138.57 ,$139.92 ,$138.40 
03/02/23,$137.27 ,145103,$136.12 ,$137.34 ,$136.08 
03/01/23,$136.53 ,190977,$136.66 ,$137.49 ,$136.50 
02/28/2023,$135.92 ,212431,$136.11 ,$136.59 ,$135.88 
02/27/2023,$136.25 ,192172,$137.00 ,$137.14 ,$135.96 
02/24/2023,$136.05 ,218761,$137.20 ,$137.20 ,$135.48 
02/23/2023,$138.95 ,198137,$139.03 ,$139.49 ,$138.15 
02/22/2023,$138.65 ,178184,$138.70 ,$139.28 ,$138.29 
02/21/2023,$139.18 ,324198,$140.16 ,$140.58 ,$138.73 
02/17/2023,$142.85 ,145824,$142.08 ,$143.05 ,$141.82 
02/16/2023,$142.70 ,303213,$141.40 ,$143.66 ,$141.32 
02/15/2023,$140.97 ,388162,$140.41 ,$140.98 ,$140.06 
02/14/2023,$142.65 ,230362,$142.80 ,$143.12 ,$141.55 
02/13/2023,$143.86 ,197563,$142.95 ,$143.91 ,$142.56 
02/10/23,$143.42 ,230079,$143.67 ,$143.98 ,$142.51 
02/09/23,$144.83 ,334021,$146.36 ,$147.49 ,$144.69 
02/08/23,$143.83 ,192417,$144.00 ,$144.64 ,$143.31 
02/07/23,$144.64 ,166906,$143.52 ,$144.97 ,$143.06 
02/06/23,$143.79 ,172256,$144.00 ,$144.40 ,$142.97 
02/03/23,$144.71 ,248148,$145.62 ,$146.41 ,$144.45 
02/02/23,$146.62 ,299387,$147.00 ,$147.36 ,$144.61 
02/01/23,$148.58 ,213278,$146.58 ,$149.02 ,$146.58 
01/31/2023,$147.11 ,145793,$146.30 ,$147.11 ,$145.88 
01/30/2023,$145.18 ,182444,$146.00 ,$146.29 ,$145.09 
01/27/2023,$147.16 ,171755,$146.00 ,$147.73 ,$145.74 
01/26/2023,$145.47 ,137064,$145.52 ,$146.19 ,$144.41 
01/25/2023,$146.15 ,244991,$145.98 ,$146.47 ,$145.21 
01/24/2023,$146.01 ,143624,$150.40 ,$150.40 ,$145.00 
01/23/2023,$146.03 ,231276,$145.77 ,$146.59 ,$145.12 
01/20/2023,$146.11 ,269628,$144.92 ,$146.32 ,$144.50 
01/19/2023,$144.18 ,245010,$144.88 ,$145.10 ,$143.62 
01/18/2023,$145.51 ,305423,$148.00 ,$148.10 ,$145.07 
01/17/2023,$144.77 ,383737,$144.65 ,$145.72 ,$144.27 
01/13/2023,$140.30 ,291571,$140.42 ,$140.98 ,$139.52 
01/12/23,$142.36 ,242907,$142.26 ,$142.74 ,$140.71 
01/11/23,$138.85 ,251041,$139.67 ,$139.67 ,$138.63 
01/10/23,$139.14 ,231090,$139.00 ,$139.35 ,$138.17 
01/09/23,$139.94 ,230147,$139.31 ,$141.66 ,$139.24 
01/06/23,$138.97 ,164944,$136.14 ,$139.54 ,$135.91 
01/05/23,$135.52 ,178407,$135.72 ,$136.24 ,$134.67 
01/04/23,$137.19 ,467099,$138.21 ,$138.40 ,$136.65 
01/03/23,$138.28 ,309833,$137.96 ,$138.47 ,$137.02 
12/30/2022,$136.58 ,168810,$136.88 ,$137.40 ,$136.00 
12/29/2022,$137.41 ,249482,$135.94 ,$137.49 ,$135.91 
12/28/2022,$134.13 ,236940,$136.00 ,$136.77 ,$133.90 
12/27/2022,$136.16 ,137626,$136.12 ,$136.97 ,$135.84 
12/23/2022,$137.14 ,149383,$137.04 ,$137.76 ,$136.19 
12/22/2022,$137.00 ,211641,$138.28 ,$138.43 ,$135.88 
12/21/2022,$137.46 ,238728,$137.11 ,$137.81 ,$136.69 
12/20/2022,$138.83 ,178322,$138.89 ,$140.24 ,$138.77 
12/19/2022,$139.61 ,191516,$140.00 ,$140.80 ,$138.86 
12/16/2022,$140.43 ,170211,$140.28 ,$141.51 ,$140.04 
12/15/2022,$141.66 ,151775,$143.22 ,$143.82 ,$141.06 
12/14/2022,$144.65 ,170415,$146.01 ,$146.37 ,$143.80 
12/13/2022,$144.50 ,167119,$146.84 ,$147.34 ,$144.33 
12/12/22,$144.12 ,130768,$143.62 ,$144.21 ,$142.75 
12/09/22,$143.34 ,127868,$142.49 ,$144.21 ,$142.49 
12/08/22,$142.28 ,141031,$142.00 ,$142.38 ,$141.62 
12/07/22,$141.86 ,208218,$141.75 ,$143.03 ,$141.35 
12/06/22,$141.09 ,242564,$142.88 ,$142.88 ,$140.20 
12/05/22,$143.19 ,223634,$144.76 ,$144.80 ,$142.65 
12/02/22,$146.53 ,164940,$145.56 ,$146.61 ,$144.99 
12/01/22,$147.66 ,199536,$147.22 ,$148.24 ,$146.58 
11/30/2022,$147.69 ,171526,$145.44 ,$147.87 ,$144.85 
11/29/2022,$145.40 ,170270,$145.26 ,$146.18 ,$144.87 
11/28/2022,$146.51 ,140926,$146.84 ,$147.70 ,$146.32 
11/25/2022,$148.27 ,95589,$147.00 ,$148.65 ,$146.94 
11/23/2022,$146.71 ,198875,$146.06 ,$146.71 ,$145.25 
11/22/2022,$145.33 ,179876,$144.63 ,$145.50 ,$144.30 
11/21/2022,$142.16 ,161228,$142.78 ,$142.93 ,$141.95 
11/18/2022,$143.19 ,130314,$143.08 ,$143.51 ,$142.63 
11/17/2022,$142.93 ,129795,$141.21 ,$142.96 ,$141.10 
11/16/2022,$142.12 ,122266,$143.15 ,$143.24 ,$141.82 
11/15/2022,$143.75 ,183438,$144.68 ,$144.97 ,$142.93 
11/14/2022,$142.12 ,191554,$142.28 ,$143.40 ,$141.69 
11/11/22,$143.26 ,144386,$142.17 ,$143.46 ,$141.51 
11/10/22,$140.52 ,211315,$137.59 ,$140.57 ,$137.56 
11/09/22,$134.53 ,194951,$136.00 ,$136.10 ,$134.10 
11/08/22,$137.50 ,183951,$137.36 ,$138.65 ,$136.65 
11/07/22,$137.26 ,216496,$136.83 ,$137.53 ,$135.90 
11/04/22,$137.35 ,209994,$136.00 ,$137.68 ,$135.60 
11/03/22,$135.25 ,212274,$135.19 ,$136.28 ,$134.23 
11/02/22,$135.39 ,215943,$136.65 ,$138.20 ,$135.25 
11/01/22,$135.16 ,251053,$138.00 ,$138.00 ,$134.47 
10/31/2022,$138.81 ,216768,$138.58 ,$139.32 ,$137.57 
10/28/2022,$139.52 ,207836,$137.68 ,$139.79 ,$137.55 
10/27/2022,$136.47 ,194513,$137.05 ,$137.75 ,$136.39 
10/26/2022,$137.93 ,185610,$136.89 ,$138.89 ,$136.83 
10/25/2022,$137.07 ,193083,$135.88 ,$137.91 ,$135.78 
10/24/2022,$134.74 ,188352,$133.63 ,$135.10 ,$133.14 
10/21/2022,$133.76 ,313624,$131.69 ,$133.92 ,$131.34 
10/20/2022,$133.24 ,172043,$133.64 ,$134.80 ,$132.80 
10/19/2022,$132.97 ,176115,$133.58 ,$133.89 ,$132.09 
10/18/2022,$134.26 ,350584,$135.26 ,$135.31 ,$133.22 
10/17/2022,$136.16 ,206511,$135.85 ,$136.80 ,$135.85 
10/14/2022,$134.11 ,303559,$136.40 ,$136.40 ,$134.04 
10/13/2022,$136.38 ,294000,$133.27 ,$136.80 ,$132.50 
10/12/22,$135.00 ,214891,$135.55 ,$136.31 ,$135.00 
10/11/22,$135.06 ,282391,$134.12 ,$136.85 ,$134.12 
10/10/22,$134.86 ,294220,$135.76 ,$135.76 ,$134.26 
10/07/22,$135.85 ,292348,$136.33 ,$136.84 ,$135.21 
10/06/22,$136.17 ,246216,$136.35 ,$137.12 ,$136.01 
10/05/22,$138.09 ,193066,$137.54 ,$138.52 ,$136.37 
10/04/22,$139.85 ,325460,$138.35 ,$140.18 ,$138.27 
10/03/22,$135.59 ,368819,$134.15 ,$136.20 ,$133.80 
09/30/2022,$130.29 ,424944,$134.21 ,$134.43 ,$130.07 
09/29/2022,$133.76 ,421077,$135.11 ,$135.15 ,$132.55 
09/28/2022,$136.89 ,213092,$134.76 ,$137.44 ,$134.35 
09/27/2022,$135.74 ,303405,$136.89 ,$137.23 ,$134.84 
09/26/2022,$135.62 ,265804,$136.13 ,$137.41 ,$135.10 
09/23/2022,$137.28 ,475738,$137.60 ,$137.61 ,$135.84 
09/22/2022,$139.05 ,388351,$140.72 ,$141.50 ,$138.12 
09/21/2022,$137.58 ,238254,$139.50 ,$140.00 ,$137.57 
09/20/2022,$140.73 ,276914,$141.60 ,$142.15 ,$140.20 
09/19/2022,$141.45 ,238482,$140.12 ,$141.68 ,$140.00 
09/16/2022,$140.74 ,212479,$140.32 ,$141.26 ,$140.19 
09/15/2022,$140.45 ,239892,$141.16 ,$142.36 ,$140.24 
09/14/2022,$141.47 ,199519,$141.54 ,$142.71 ,$140.82 
09/13/2022,$140.23 ,265736,$142.49 ,$142.95 ,$140.20 
09/12/22,$145.04 ,228666,$144.66 ,$145.89 ,$144.66 
09/09/22,$145.59 ,159385,$146.03 ,$146.03 ,$145.20 
09/08/22,$144.13 ,264479,$142.61 ,$144.26 ,$142.47 
09/07/22,$143.34 ,311232,$141.99 ,$143.51 ,$140.96 
09/06/22,$143.94 ,232272,$145.00 ,$145.33 ,$143.28 
09/02/22,$145.56 ,189666,$147.55 ,$147.87 ,$145.08 
09/01/22,$146.80 ,268599,$147.61 ,$147.87 ,$145.61 
08/31/2022,$149.37 ,293438,$150.55 ,$151.04 ,$149.32 
08/30/2022,$150.17 ,290758,$152.65 ,$152.77 ,$149.55 
08/29/2022,$151.77 ,173840,$151.22 ,$152.48 ,$151.20 
08/26/2022,$151.77 ,207526,$155.15 ,$155.50 ,$151.73 
08/25/2022,$156.00 ,112884,$155.00 ,$156.00 ,$154.53 
08/24/2022,$154.50 ,220615,$153.40 ,$155.15 ,$153.21 
08/23/2022,$153.48 ,185602,$153.74 ,$155.28 ,$153.48 
08/22/2022,$154.32 ,206018,$155.60 ,$155.95 ,$153.95 
08/19/2022,$156.46 ,184333,$157.67 ,$157.97 ,$156.12 
08/18/2022,$159.13 ,163409,$159.48 ,$159.77 ,$158.78 
08/17/2022,$160.77 ,148133,$160.08 ,$161.68 ,$159.81 
08/16/2022,$159.42 ,191545,$159.30 ,$159.93 ,$158.58 
08/15/2022,$160.46 ,142386,$160.90 ,$160.90 ,$159.42 
08/12/22,$161.31 ,203720,$160.05 ,$161.61 ,$159.24 
08/11/22,$158.60 ,124556,$158.88 ,$159.73 ,$158.28 
08/10/22,$157.89 ,243116,$156.00 ,$158.35 ,$155.17 
08/09/22,$152.94 ,289163,$155.00 ,$156.00 ,$152.46 
08/08/22,$156.20 ,259938,$157.00 ,$157.29 ,$156.04 
08/05/22,$157.31 ,233253,$157.61 ,$158.02 ,$156.25 
08/04/22,$156.66 ,398509,$157.25 ,$158.19 ,$156.63 
08/03/22,$163.13 ,190939,$162.84 ,$163.88 ,$161.25 
08/02/22,$163.66 ,215906,$164.30 ,$165.20 ,$163.52 
08/01/22,$166.77 ,248671,$165.58 ,$167.04 ,$165.58 
07/29/2022,$162.59 ,293716,$159.95 ,$162.78 ,$159.34 
07/28/2022,$159.51 ,176719,$158.70 ,$159.80 ,$157.70 
07/27/2022,$160.05 ,129326,$158.93 ,$160.40 ,$158.00 
07/26/2022,$158.06 ,154507,$158.81 ,$159.07 ,$157.93 
07/25/2022,$159.42 ,111667,$160.05 ,$160.05 ,$158.88 
07/22/2022,$160.30 ,133392,$160.59 ,$161.17 ,$159.72 
07/21/2022,$159.18 ,199242,$158.53 ,$159.42 ,$158.09 
07/20/2022,$157.90 ,255098,$159.60 ,$159.68 ,$157.40 
07/19/2022,$160.42 ,321440,$159.17 ,$160.54 ,$158.75 
07/18/2022,$156.75 ,228042,$157.00 ,$158.13 ,$156.38 
07/15/2022,$156.70 ,204339,$155.69 ,$156.85 ,$154.93 
07/14/2022,$153.14 ,248563,$154.42 ,$154.42 ,$152.18 
07/13/2022,$155.44 ,120436,$154.05 ,$155.97 ,$153.91 
07/12/22,$155.43 ,179420,$154.66 ,$156.45 ,$154.53 
07/11/22,$155.17 ,159743,$156.60 ,$156.62 ,$155.03 
07/08/22,$156.76 ,159136,$156.42 ,$157.33 ,$156.20 
07/07/22,$157.15 ,241763,$155.11 ,$157.17 ,$155.02 
07/06/22,$152.83 ,223528,$153.61 ,$153.61 ,$152.14 
07/05/22,$154.67 ,208561,$153.15 ,$154.71 ,$152.60 
07/01/22,$155.47 ,178273,$152.89 ,$155.59 ,$152.82 
06/30/2022,$154.17 ,147296,$153.66 ,$154.63 ,$152.40 
06/29/2022,$155.67 ,108300,$156.40 ,$156.43 ,$155.22 
06/28/2022,$157.11 ,225728,$159.26 ,$160.82 ,$157.02 
